cartera,subjurisdiccion,apertura,unidad,tipo_organismo
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Planificación Administrativa,Departamento Planificación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Planificación Presupuestaria,Departamento Planificación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Logística,"Gerencia Ingeniería de Proyectos, Planificación y Logística",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Servicios Técnicos,Departamento Logística,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Talleres Especializados,Departamento Logística,Organismo Descentralizado
Ministerio de Economía,Unidad Especial Sistema de Transmisión de Energía Eléctrica,Unidad Especial Sistema de Transmisión de Energía Eléctrica,Secretaría de Energía,Ente público no estatal
Ministerio de Economía,Unidad Especial Sistema de Transmisión de Energía Eléctrica,Unidad Especial Sistema de Transmisión de Energía Eléctrica,Secretaría de Energía,Ente público no estatal
Ministerio de Economía,Ente Binacional Yacyretá,Ente Binacional Yacyretá,Secretaría de Energía,Ente binacional
Ministerio de Economía,Ente Binacional Yacyretá,Ente Binacional Yacyretá,Secretaría de Energía,Ente binacional
Ministerio de Economía,Ente Binacional Yacyretá,Ente Binacional Yacyretá,Secretaría de Energía,Ente binacional
Ministerio de Economía,Ente Binacional Yacyretá,Ente Binacional Yacyretá,Secretaría de Energía,Ente binacional
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Dioxitek S.A.,Dioxitek S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF S.A.,YPF S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,YPF Gas S.A.,YPF Gas S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Comisión Técnica Mixta de Salto Grande,Comisión Técnica Mixta de Salto Grande,Secretaría de Energía,Ente binacional
Ministerio de Economía,Comisión Mixta Argentino-Paraguaya del Río Paraná,Comisión Mixta Argentino-Paraguaya del Río Paraná,Secretaría de Energía,Ente binacional
Ministerio de Economía,Nucleoeléctrica Argentina S.A.,Nucleoeléctrica Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Nucleoeléctrica Argentina S.A.,Nucleoeléctrica Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Nucleoeléctrica Argentina S.A.,Nucleoeléctrica Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Nucleoeléctrica Argentina S.A.,Nucleoeléctrica Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Nucleoeléctrica Argentina S.A.,Nucleoeléctrica Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Integración Energética Argentina S.A.,Integración Energética Argentina S.A.,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Yacimiento Carbonífero de Río Turbio y de los Servicios Ferroportuarios con Terminales en Punta Loyola y Río Gallegos,Yacimiento Carbonífero de Río Turbio y de los Servicios Ferroportuarios con Terminales en Punta Loyola y Río Gallegos,Secretaría de Energía,Sociedad Anónima con participación estatal mayoritaria
Ministerio de Economía,Secretaría de Política Tributaria,Secretaría de Política Tributaria,Ministerio de Economía,Administración Central
Ministerio de Economía,Subsecretaría de Coordinación Tributaria Federal,Subsecretaría de Coordinación Tributaria Federal,Secretaría de Política Tributaria,Administración Central
Ministerio de Economía,Subsecretaría de Coordinación Tributaria Federal,Dirección Nacional de Política Tributaria Federal,Subsecretaría de Coordinación Tributaria Federal,Administración Central
Ministerio de Economía,Subsecretaría de Coordinación Tributaria Federal,Dirección de Economía Tributaria Federal,Dirección Nacional de Política Tributaria Federal,Administración Central
Ministerio de Economía,Subsecretaría de Coordinación Tributaria Federal,Dirección Nacional de Planificación Tributaria Federal,Subsecretaría de Coordinación Tributaria Federal,Administración Central
